idx,texto,tipo,subtipo
963,Onde posso encontrar vídeos antigos das sessões plenárias?,consulta,fora_conteudo
964,Como faço para visitar a sede da Assembleia Legislativa do RN?,consulta,fora_conteudo
965,Qual o salário atual de um deputado estadual no RN?,consulta,fora_conteudo
966,Quem são os deputados que mais faltaram no último ano?,consulta,fora_conteudo
967,Qual é a empresa que fornece o buffet para os eventos da Assembleia?,consulta,fora_conteudo
968,Existe algum canal para denunciar irregularidades na ALRN?,consulta,fora_conteudo
969,Como posso conseguir estágio na Assembleia Legislativa do RN?,consulta,fora_conteudo
970,Quem já foi presidente da Assembleia nos últimos 20 anos?,consulta,fora_conteudo
971,Existe algum tipo de concurso previsto para a ALRN?,consulta,fora_conteudo
972,Quem é o deputado mais jovem atualmente em exercício?,consulta,fora_conteudo
973,A Assembleia Legislativa do RN já foi alvo de investigação da Polícia Federal?,consulta,fora_conteudo
974,Quais são os deputados que votaram contra o aumento de salário?,consulta,fora_conteudo
975,Os deputados recebem diárias em viagens oficiais?,consulta,fora_conteudo
976,Como funciona o transporte oficial dos parlamentares?,consulta,fora_conteudo
977,Deputado pode usar verba de gabinete para fins pessoais?,consulta,fora_conteudo
978,Como posso participar de uma audiência pública na ALRN?,consulta,fora_conteudo
979,É possível marcar uma reunião com um deputado?,consulta,fora_conteudo
980,Quem são os suplentes dos deputados da ALRN?,consulta,fora_conteudo
981,Existe algum programa de visitas guiadas para escolas na ALRN?,consulta,fora_conteudo
982,Quais empresas prestam serviços terceirizados para a Assembleia?,consulta,fora_conteudo
983,O que é necessário para trabalhar como assessor parlamentar?,consulta,fora_conteudo
984,Existe algum tipo de plano de carreira para cargos comissionados?,consulta,fora_conteudo
985,Qual a diferença entre verba indenizatória e salário?,consulta,fora_conteudo
986,Quem é o responsável pela comunicação da Assembleia?,consulta,fora_conteudo
987,Como é feita a cobertura da mídia sobre os trabalhos legislativos?,consulta,fora_conteudo
988,Qual foi o projeto mais polêmico aprovado na ALRN nos últimos anos?,consulta,fora_conteudo
989,Onde posso consultar o patrimônio declarado dos deputados?,consulta,fora_conteudo
990,Quais são os partidos mais representados na atual legislatura?,consulta,fora_conteudo
991,Como é feita a segurança dentro do prédio da Assembleia?,consulta,fora_conteudo
992,Há registro de parlamentares presos em exercício do mandato?,consulta,fora_conteudo
993,Quem organiza os eventos comemorativos na ALRN?,consulta,fora_conteudo
994,Como os deputados se posicionaram sobre a reforma da previdência estadual?,consulta,fora_conteudo
995,Onde consigo a lista atualizada dos gabinetes dos deputados?,consulta,fora_conteudo
996,Qual é o histórico de votação de determinado deputado?,consulta,fora_conteudo
997,Quem foi o primeiro presidente da Assembleia Legislativa do RN?,consulta,fora_conteudo
998,A ALRN já aprovou leis polêmicas que foram revogadas depois?,consulta,fora_conteudo
999,É possível consultar as atas completas das sessões anteriores?,consulta,fora_conteudo
1000,Quem decide o calendário de sessões da Assembleia?,consulta,fora_conteudo
1001,A Assembleia do RN tem biblioteca pública?,consulta,fora_conteudo
1002,Existe algum programa cultural promovido pela ALRN?,consulta,fora_conteudo
1003,Como a Assembleia utiliza os recursos do orçamento anual?,consulta,fora_conteudo
1004,O que acontece com os projetos de lei que não são votados?,consulta,fora_conteudo
1005,É permitido ao público assistir às sessões presencialmente?,consulta,fora_conteudo
1006,Quais são os maiores gastos da Assembleia Legislativa do RN?,consulta,fora_conteudo
1007,Há registro de nepotismo na Assembleia nos últimos anos?,consulta,fora_conteudo
1008,Existe controle de ponto para os deputados?,consulta,fora_conteudo
1009,Qual é o deputado com mais mandatos na história da ALRN?,consulta,fora_conteudo
1010,Quem define os cargos comissionados da Casa?,consulta,fora_conteudo
1011,Qual é o papel da ouvidoria da Assembleia?,consulta,fora_conteudo
1012,Há programas de incentivo à participação popular na ALRN?,consulta,fora_conteudo
1013,Como a Assembleia se posiciona em relação à transparência pública?,consulta,fora_conteudo
1014,Qual o orçamento total da ALRN para este ano?,consulta,fora_conteudo
1015,Há limites para gastos com publicidade institucional?,consulta,fora_conteudo
1016,Quem foi homenageado recentemente pela Assembleia?,consulta,fora_conteudo
1017,Como a ALRN se relaciona com os outros poderes do estado?,consulta,fora_conteudo
1018,Onde posso ver os relatórios de produtividade dos deputados?,consulta,fora_conteudo
1019,Há registro de sessões plenárias interrompidas por protestos?,consulta,fora_conteudo
1020,Qual é a função da TV Assembleia?,consulta,fora_conteudo
1021,Como são escolhidos os nomes de ruas aprovados por leis da ALRN?,consulta,fora_conteudo
1022,Quantos funcionários terceirizados trabalham na Assembleia?,consulta,fora_conteudo
1023,Qual é o gasto médio com energia elétrica da ALRN?,consulta,fora_conteudo
1024,Existe um canal oficial para solicitar informações via LAI?,consulta,fora_conteudo
1025,Como são escolhidos os homenageados com medalhas e títulos?,consulta,fora_conteudo
1026,Existe um setor responsável pela preservação da história da ALRN?,consulta,fora_conteudo
1027,Os deputados recebem auxílio-moradia?,consulta,fora_conteudo
1028,Como funcionam as licitações realizadas pela ALRN?,consulta,fora_conteudo
1029,Quem decide quais projetos entram na pauta do dia?,consulta,fora_conteudo
1030,Há reembolso para despesas médicas fora do auxílio-saúde?,consulta,fora_conteudo
1031,A Assembleia tem sede própria ou ocupa prédio alugado?,consulta,fora_conteudo
1032,Quais deputados são alvo de processos judiciais?,consulta,fora_conteudo
1033,Quem são os assessores diretos da presidência da Casa?,consulta,fora_conteudo
1034,Onde posso encontrar o plano de cargos e salários da ALRN?,consulta,fora_conteudo
1035,Como posso consultar uma lei estadual aprovada pela ALRN?,consulta,fora_conteudo
1036,Quais eventos esportivos ou sociais têm apoio da Assembleia?,consulta,fora_conteudo
1037,Há deputados que atuam em defesa dos direitos LGBTQIA+?,consulta,fora_conteudo
1038,Existe algum programa ambiental promovido pela ALRN?,consulta,fora_conteudo
1039,Como a Assembleia atua no combate à violência no RN?,consulta,fora_conteudo
1040,Deputado estadual pode indicar verba para municípios?,consulta,fora_conteudo
1041,Como posso acompanhar as licitações públicas da ALRN?,consulta,fora_conteudo
1042,Qual é o histórico de cassações na ALRN?,consulta,fora_conteudo
1043,Há regulamentação sobre as redes sociais dos deputados?,consulta,fora_conteudo
1044,O que a Assembleia tem feito em relação à seca no interior?,consulta,fora_conteudo
1045,Existe um aplicativo oficial da ALRN?,consulta,fora_conteudo
1046,Como são escolhidos os nomes de escolas e hospitais estaduais?,consulta,fora_conteudo
1047,Os gabinetes podem contratar estagiários diretamente?,consulta,fora_conteudo
1048,O que a Assembleia tem feito para combater fake news?,consulta,fora_conteudo
1049,Deputados têm cota para contratação de pessoal?,consulta,fora_conteudo
1050,Quem foi o deputado mais votado na última eleição?,consulta,fora_conteudo
1051,Como um cidadão pode protocolar uma denúncia na ALRN?,consulta,fora_conteudo
1052,Existe controle sobre a atuação dos gabinetes?,consulta,fora_conteudo
1053,Quem analisa os gastos com verba de gabinete?,consulta,fora_conteudo
1054,O que é necessário para fazer uma visita institucional à Casa?,consulta,fora_conteudo
1055,Quais deputados são membros da bancada evangélica?,consulta,fora_conteudo
1056,Há controle de produtividade dos servidores comissionados?,consulta,fora_conteudo
1057,Como posso saber quais deputados participaram da última sessão?,consulta,fora_conteudo
1058,Existe algum canal para registrar reclamações sobre servidores da Assembleia?,consulta,fora_conteudo
1059,Qual é a composição atual da Mesa Diretora?,consulta,fora_conteudo
1060,Como posso acompanhar as proposições normativas em tramitação?,consulta,fora_conteudo
1061,Como posso consultar a produtividade legislativa de um deputado?,consulta,fora_conteudo
1062,As sessões são transmitidas ao vivo?,consulta,fora_conteudo
1063,Como é feita a remarcação das férias dos servidores?,consulta,fora_conteudo
1064,A Assembleia possui sistema eletrônico de votação?,consulta,fora_conteudo
1065,Quais são as atribuições da Mesa Diretora da Assembleia Legislativa do RN?,consulta,incluso_conteudo
1066,Como funciona a eleição da Mesa Diretora?,consulta,incluso_conteudo
1067,O que é necessário para um servidor progredir na carreira dentro da ALRN?,consulta,incluso_conteudo
1068,Quais são os critérios de avaliação de desempenho dos servidores?,consulta,incluso_conteudo
1069,Como é estruturada a composição das comissões parlamentares?,consulta,incluso_conteudo
1070,Quem pode participar das frentes parlamentares?,consulta,incluso_conteudo
1071,O que é necessário para um deputado tomar posse?,consulta,incluso_conteudo
1072,Quais são os direitos dos parlamentares durante o mandato?,consulta,incluso_conteudo
1073,Como é regulamentado o auxílio-saúde para servidores ativos?,consulta,incluso_conteudo
1074,Os servidores inativos têm direito ao auxílio-alimentação?,consulta,incluso_conteudo
1075,Como é feito o parcelamento das férias dos servidores?,consulta,incluso_conteudo
1076,Quais são os requisitos para a promoção por mérito dos servidores?,consulta,incluso_conteudo
1077,O que acontece se um servidor não atingir os critérios de avaliação?,consulta,incluso_conteudo
1078,Como funciona o processo de remanejamento de servidores?,consulta,incluso_conteudo
1079,Quais são os tipos de proposições normativas tratadas pela Assembleia?,consulta,incluso_conteudo
1080,Qual é o papel dos blocos parlamentares?,consulta,incluso_conteudo
1081,Como é feita a tramitação de um projeto de lei?,consulta,incluso_conteudo
1082,O que significa regime de urgência para uma proposição?,consulta,incluso_conteudo
1083,Como se define a liderança de um partido dentro da Assembleia?,consulta,incluso_conteudo
1084,Quais são os critérios para o pagamento retroativo de benefícios?,consulta,incluso_conteudo
1085,Quem define as lotações dos cargos na estrutura da ALRN?,consulta,incluso_conteudo
1086,Como é realizada a substituição temporária de chefia?,consulta,incluso_conteudo
1087,Qual o prazo máximo de substituição temporária em cargo de direção?,consulta,incluso_conteudo
1088,Um servidor pode converter as férias em abono pecuniário?,consulta,incluso_conteudo
1089,Como é calculado o terço constitucional de férias com os auxílios?,consulta,incluso_conteudo
1090,O que é necessário para solicitar o auxílio de assistência à saúde?,consulta,incluso_conteudo
1091,Quando ocorre a remarcação de férias por interesse da administração?,consulta,incluso_conteudo
1092,Qual a composição mínima para a formação de uma comissão?,consulta,incluso_conteudo
1093,Quais são as fases do processo legislativo?,consulta,incluso_conteudo
1094,Como é feita a convocação de uma sessão extraordinária?,consulta,incluso_conteudo
1095,Quais as competências da Assembleia Legislativa do RN?,consulta,incluso_conteudo
1096,O que é exigido de um servidor em estágio probatório?,consulta,incluso_conteudo
1097,Quais critérios são avaliados durante o estágio probatório?,consulta,incluso_conteudo
1098,Qual a diferença entre comissão permanente e comissão especial?,consulta,incluso_conteudo
1099,Como um cidadão pode acompanhar as sessões plenárias?,consulta,incluso_conteudo
1100,Os auxílios entram no cálculo do 13º salário?,consulta,incluso_conteudo
1101,Como um servidor recorre de uma avaliação negativa?,consulta,incluso_conteudo
1102,O que caracteriza assiduidade no serviço público?,consulta,incluso_conteudo
1103,Qual o papel dos órgãos especiais da Assembleia?,consulta,incluso_conteudo
1104,O que são proposições legislativas?,consulta,incluso_conteudo
1105,Como funciona o voto nas deliberações plenárias?,consulta,incluso_conteudo
1106,Quem pode criar uma frente parlamentar?,consulta,incluso_conteudo
1107,Quais são os tipos de sessões da Assembleia?,consulta,incluso_conteudo
1108,Qual a duração do mandato de um deputado estadual?,consulta,incluso_conteudo
1109,Como são nomeados os substitutos em cargos de chefia?,consulta,incluso_conteudo
1110,Um servidor pode acumular cargos comissionados?,consulta,incluso_conteudo
1111,Quando é possível a indenização de férias não gozadas?,consulta,incluso_conteudo
1112,Qual o procedimento para a concessão do auxílio alimentação?,consulta,incluso_conteudo
1113,O auxílio saúde é extensível aos dependentes do servidor?,consulta,incluso_conteudo
1114,O que é exigido para iniciar a tramitação de um projeto de lei?,consulta,incluso_conteudo
1115,Qual o limite de faltas para um deputado estadual?,consulta,incluso_conteudo
1116,Como se constitui um bloco parlamentar?,consulta,incluso_conteudo
1117,Qual a diferença entre sessão ordinária e extraordinária?,consulta,incluso_conteudo
1118,Quais são os instrumentos de fiscalização do Legislativo?,consulta,incluso_conteudo
1119,Como é feita a deliberação sobre uma emenda parlamentar?,consulta,incluso_conteudo
1120,O que define a prioridade de tramitação de uma matéria?,consulta,incluso_conteudo
1121,Um servidor pode vender parte das férias?,consulta,incluso_conteudo
1122,Como é fixada a remuneração proporcional em caso de substituição?,consulta,incluso_conteudo
1123,Quais são os deveres dos parlamentares?,consulta,incluso_conteudo
1124,Como funciona o processo de apreciação de vetos?,consulta,incluso_conteudo
1125,Quais critérios definem a produtividade de um servidor?,consulta,incluso_conteudo
1126,Quando ocorre a eleição da Mesa Diretora?,consulta,incluso_conteudo
1127,O que caracteriza a responsabilidade funcional de um servidor?,consulta,incluso_conteudo
1128,Quais são as regras para concessão de férias dos parlamentares?,consulta,incluso_conteudo
1129,Como se define a liderança do governo na Assembleia?,consulta,incluso_conteudo
1130,Como acompanhar a tramitação de um projeto de lei?,consulta,incluso_conteudo
1131,O que é uma proposição de iniciativa parlamentar?,consulta,incluso_conteudo
1132,Um deputado pode fazer parte de mais de uma comissão?,consulta,incluso_conteudo
1133,O que é necessário para a criação de uma nova comissão?,consulta,incluso_conteudo
1134,Qual o procedimento para solicitar licença de um parlamentar?,consulta,incluso_conteudo
1135,Como é feita a indicação de relator em uma comissão?,consulta,incluso_conteudo
1136,O que é necessário para instaurar uma comissão de inquérito?,consulta,incluso_conteudo
1137,Como são definidos os critérios de cooperação na avaliação?,consulta,incluso_conteudo
1138,Quando um projeto de lei pode ser rejeitado em plenário?,consulta,incluso_conteudo
1139,Qual a diferença entre projeto de lei ordinária e complementar?,consulta,incluso_conteudo
1140,O que acontece se um parlamentar faltar sem justificativa?,consulta,incluso_conteudo
1141,Como funciona a participação popular nas audiências públicas?,consulta,incluso_conteudo
1142,Um servidor em licença pode receber benefícios?,consulta,incluso_conteudo
1143,Como é regulamentada a disciplina no serviço público da ALRN?,consulta,incluso_conteudo
1144,Qual o papel da Corregedoria da Assembleia?,consulta,incluso_conteudo
1145,Quem pode apresentar uma emenda a um projeto de lei?,consulta,incluso_conteudo
1146,O que são proposições legislativas acessórias?,consulta,incluso_conteudo
1147,Como são julgados os requerimentos apresentados por deputados?,consulta,incluso_conteudo
1148,Um projeto de lei pode ser arquivado?,consulta,incluso_conteudo
1149,Quais são os impedimentos legais para o exercício do mandato?,consulta,incluso_conteudo
1150,Como é feita a votação simbólica em plenário?,consulta,incluso_conteudo
1151,O que é necessário para propor uma audiência pública?,consulta,incluso_conteudo
1152,Quem fiscaliza o cumprimento das normas internas da Assembleia?,consulta,incluso_conteudo
1153,Quais são os tipos de faltas previstas para os servidores?,consulta,incluso_conteudo
1154,Como se calcula a indenização por férias não gozadas?,consulta,incluso_conteudo
1155,Como funciona o rito sumário de uma proposição?,consulta,incluso_conteudo
1156,Quais órgãos internos compõem a estrutura da ALRN?,consulta,incluso_conteudo
1157,Quais são os elementos da avaliação por produtividade?,consulta,incluso_conteudo
1158,Como são elaborados os pareceres técnicos nas comissões?,consulta,incluso_conteudo
1159,Qual o papel das lideranças partidárias na ALRN?,consulta,incluso_conteudo
1160,Como é feita a apuração das votações eletrônicas?,consulta,incluso_conteudo
1161,Quais documentos precisam ser apresentados para solicitar benefícios?,consulta,incluso_conteudo
1162,Quando é permitido o exercício automático de chefia?,consulta,incluso_conteudo
1163,Deputado pode perder o mandato por má conduta?,consulta,incluso_conteudo
1164,O que é necessário para protocolar um projeto de lei de iniciativa popular?,consulta,incluso_conteudo
1165,Qual a diferença entre CPI e comissão especial?,consulta,incluso_conteudo
1166,Quais são as regras para o parcelamento das férias?,consulta,incluso_conteudo
1167,Como são definidas as frentes parlamentares dentro da ALRN?,consulta,incluso_conteudo
1168,O auxílio alimentação entra na base de cálculo do 13º?,consulta,incluso_conteudo
1169,Como é feita a avaliação de desempenho dos comissionados?,consulta,incluso_conteudo
1170,Há regras específicas para a concessão de férias para cargos de chefia?,consulta,incluso_conteudo
1171,Qual o tempo máximo para o servidor tirar férias acumuladas?,consulta,incluso_conteudo
1172,As sessões plenárias são abertas ao público?,consulta,incluso_conteudo
1173,Quem pode protocolar um projeto de lei na ALRN?,consulta,incluso_conteudo
1174,Como funciona o processo de votação nominal?,consulta,incluso_conteudo
1175,A Assembleia publica lista de presença dos deputados?,consulta,incluso_conteudo
1176,Um deputado pode ser membro de mais de uma comissão?,consulta,incluso_conteudo
1177,Um servidor pode pedir conversão de férias em abono pecuniário?,consulta,incluso_conteudo
1178,Há registro público de votações nominais?,consulta,incluso_conteudo
1179,Qual o procedimento para convocação de sessão extraordinária?,consulta,incluso_conteudo
1180,As lideranças partidárias têm função regimental?,consulta,incluso_conteudo
1181,Um projeto rejeitado pode ser reapresentado?,consulta,incluso_conteudo
1182,O que é necessário para que um servidor seja exonerado?,consulta,parcial_incluso_conteudo
1183,Como é feita a progressão de cargo dos servidores efetivos?,consulta,parcial_incluso_conteudo
1184,Existe limite de vezes para o deputado se ausentar sem justificar?,consulta,parcial_incluso_conteudo
1185,Quem pode propor a criação de uma nova comissão na ALRN?,consulta,parcial_incluso_conteudo
1186,Há possibilidade de servidor em estágio probatório ser promovido?,consulta,parcial_incluso_conteudo
1187,Os blocos parlamentares têm algum tipo de regalia?,consulta,parcial_incluso_conteudo
1188,Como são organizadas as comissões temáticas?,consulta,parcial_incluso_conteudo
1189,O auxílio saúde pode ser acumulado com outro benefício?,consulta,parcial_incluso_conteudo
1190,Quais critérios são usados para a escolha de substitutos em cargos de direção?,consulta,parcial_incluso_conteudo
1191,O servidor afastado por doença perde direito ao auxílio alimentação?,consulta,parcial_incluso_conteudo
1192,Os servidores comissionados também passam por avaliação?,consulta,parcial_incluso_conteudo
1193,O que define o regime de urgência em uma proposição?,consulta,parcial_incluso_conteudo
1194,Existe um calendário oficial de sessões disponíveis ao público?,consulta,parcial_incluso_conteudo
1195,Como é feito o pagamento retroativo dos benefícios?,consulta,parcial_incluso_conteudo
1196,O que acontece se um parlamentar faltar a várias sessões seguidas?,consulta,parcial_incluso_conteudo
1197,Os servidores efetivos têm estabilidade?,consulta,parcial_incluso_conteudo
1198,Onde encontro informações sobre deliberações recentes da ALRN?,consulta,parcial_incluso_conteudo
1199,Como posso solicitar uma audiência pública na Assembleia?,consulta,parcial_incluso_conteudo
1200,Como é definida a lotação de servidores nos gabinetes?,consulta,parcial_incluso_conteudo
1201,Há algum critério para participação dos deputados em frentes parlamentares?,consulta,parcial_incluso_conteudo
1202,As comissões podem propor projetos de lei?,consulta,parcial_incluso_conteudo
1203,Existe um manual de conduta para os deputados estaduais?,consulta,parcial_incluso_conteudo
1204,Um deputado pode indicar servidor para cargo comissionado?,consulta,parcial_incluso_conteudo
1205,Como funciona a substituição de chefia durante licença médica?,consulta,parcial_incluso_conteudo
1206,A Mesa Diretora pode ser reconduzida ao cargo?,consulta,parcial_incluso_conteudo
1207,Qual a função de uma comissão especial na Assembleia?,consulta,parcial_incluso_conteudo
1208,Um servidor pode acumular dois cargos na ALRN?,consulta,parcial_incluso_conteudo
1209,O que é exigido para um servidor efetivo entrar de licença para estudo?,consulta,parcial_incluso_conteudo
1210,Quais são os critérios para designação de lideranças na ALRN?,consulta,parcial_incluso_conteudo
1211,Como se dá a composição de um bloco parlamentar?,consulta,parcial_incluso_conteudo
1212,Quem pode presidir uma comissão temática?,consulta,parcial_incluso_conteudo
1213,O que significa tramitação em regime de urgência urgentíssima?,consulta,parcial_incluso_conteudo
1214,Qual é o papel do relator em uma proposição normativa?,consulta,parcial_incluso_conteudo
1215,As sessões solenes seguem o mesmo rito das sessões ordinárias?,consulta,parcial_incluso_conteudo
1216,Existe padronização nos processos administrativos de férias?,consulta,parcial_incluso_conteudo
1217,Qual o prazo para contestação da avaliação de desempenho?,consulta,parcial_incluso_conteudo
1218,Como são tratados os casos de exoneração antes das férias?,consulta,parcial_incluso_conteudo
1219,A Assembleia tem uma corregedoria interna?,consulta,parcial_incluso_conteudo
1220,Quem são os membros titulares da Comissão de Constituição e Justiça?,consulta,parcial_incluso_conteudo
1221,Um deputado pode renunciar a uma comissão que integra?,consulta,parcial_incluso_conteudo
1222,Como a ALRN lida com pedidos de vista em sessões?,consulta,parcial_incluso_conteudo
1223,Os servidores em estágio probatório podem participar de cursos fora do estado?,consulta,parcial_incluso_conteudo
1224,A Assembleia possui canal de transparência ativo?,consulta,parcial_incluso_conteudo
1225,Qual o procedimento para nomeação de servidores comissionados?,consulta,parcial_incluso_conteudo
1226,Existe prazo máximo para o andamento de uma proposição?,consulta,parcial_incluso_conteudo
1227,Quais são os critérios para aplicação de indenização de férias?,consulta,parcial_incluso_conteudo
1228,Os suplentes de deputado recebem salário?,consulta,parcial_incluso_conteudo
1229,Há previsão de recesso parlamentar?,consulta,parcial_incluso_conteudo
1230,Como é regulamentada a substituição por afastamento prolongado?,consulta,parcial_incluso_conteudo
1231,Qual o papel do primeiro-secretário da Mesa Diretora?,consulta,parcial_incluso_conteudo
1232,Os órgãos especiais têm regimento próprio?,consulta,parcial_incluso_conteudo
1233,Um deputado pode atuar em uma CPI e em uma comissão ao mesmo tempo?,consulta,parcial_incluso_conteudo
1234,O auxílio saúde é mantido em caso de afastamento?,consulta,parcial_incluso_conteudo
1235,Há alguma exigência de escolaridade para cargos comissionados?,consulta,parcial_incluso_conteudo
1236,Os blocos parlamentares têm direito a tempo de fala extra?,consulta,parcial_incluso_conteudo
1237,Há registro histórico das proposições arquivadas?,consulta,parcial_incluso_conteudo
1238,Como funciona a tramitação de projetos em regime ordinário?,consulta,parcial_incluso_conteudo
1239,Os parlamentares têm prazo para justificar faltas?,consulta,parcial_incluso_conteudo
1240,Como os servidores podem interpor recurso sobre avaliação?,consulta,parcial_incluso_conteudo
1241,A conversão de férias em abono depende de autorização?,consulta,parcial_incluso_conteudo
1242,Um parlamentar pode se abster de votar sem justificar?,consulta,parcial_incluso_conteudo
1243,Existe regulamentação sobre trabalho remoto na ALRN?,consulta,parcial_incluso_conteudo
1244,Os servidores aposentados mantêm o plano de saúde?,consulta,parcial_incluso_conteudo
1245,Como é tratado o falecimento de servidor em relação a benefícios pendentes?,consulta,parcial_incluso_conteudo
1246,Há regulação sobre acumulação de cargos na ALRN?,consulta,parcial_incluso_conteudo
1247,Quem define a pauta das sessões ordinárias?,consulta,parcial_incluso_conteudo
1248,As comissões têm prazo para emitir parecer?,consulta,parcial_incluso_conteudo
1249,Um deputado pode apresentar projeto individualmente?,consulta,parcial_incluso_conteudo
1250,A Assembleia promove capacitação de servidores?,consulta,parcial_incluso_conteudo
1251,Qual a periodicidade das reuniões da Mesa Diretora?,consulta,parcial_incluso_conteudo
1252,Um servidor pode ser removido de setor sem justificativa?,consulta,parcial_incluso_conteudo
1253,Qual o prazo para análise de recurso administrativo?,consulta,parcial_incluso_conteudo
1254,Há canal específico para denúncias de assédio institucional?,consulta,parcial_incluso_conteudo
1255,O auxílio alimentação pode ser suspenso?,consulta,parcial_incluso_conteudo
1256,As frentes parlamentares têm orçamento próprio?,consulta,parcial_incluso_conteudo
1257,Existe banco de dados de proposições rejeitadas na ALRN?,consulta,parcial_incluso_conteudo
1258,Onde posso baixar o regimento interno da ALRN em PDF?,doc,
1259,É possível obter cópia do regimento interno da Assembleia?,doc,
Assistente_1,A avaliação do estágio probatório dos servidores comissionados acontecem de quanto em quanto tempo?,consulta,
Assistente_2,a contagem começa no dia do casamento?,consulta,
Assistente_3,"A respeito do plano de carreira do cargo de técnico legislativo, consegue me mostrar uma tabela com os vencimentos e as classes?",consulta,
Assistente_4,a sessão solene para entrega de título honorífico conta nas 4 que o deputado tem?,consulta,
Assistente_5,Abono de Permanecia Servidor,consulta,
Assistente_6,abono pecuniário da Resolução n 0133/2025,doc,
Assistente_7,analista legislativo,consulta,
Assistente_8,Ao final da tramitação de um projeto de lei qual a possibilidade da última situação para uma tramitação no processo legislativo?,consulta,
Assistente_9,"arts. 88, II, c, e 98 da Lei Complementar Estadual nº 122/1994",doc,
Assistente_10,Ato da Mesa nº 618/2022,doc,
Assistente_11,Auxílio de Assistência à Saúde,doc,
Assistente_12,auxilio saude,consulta,
Assistente_13,auxílio saúde,consulta,
Assistente_14,Base de calcúlo abono pecuniário,consulta,
Assistente_15,Base de cálculo conversão de férias em abono pecuniário,consulta,
Assistente_16,base de cálculo para férias,consulta,
Assistente_17,"boa tarde, qual a tabela atual de remuneação dos tecnicos legislativos",consulta,
Assistente_18,"Bom dia, quais as normativas referentes à férias ?",consulta,
Assistente_19,calculo da venda de 20 dias das férias em abono pecuniário,consulta,
Assistente_20,cálculo de férias,consulta,
Assistente_21,calendário de pagamento 2025,out,
Assistente_22,calendário de pagamento mensal de 2025,out,
Assistente_23,cargos criados no plano de cargos,consulta,
Assistente_24,codigo de etica da alrn,doc,
Assistente_25,Com relação ao processo de reonhecimento de utilidade pública?,consulta,
Assistente_26,comissoes permanentes da alrn,consulta,
Assistente_27,como cALCULAR O DECIMO TERCEIRO SALARIO NA ALRN,consulta,
Assistente_28,Como devo fazer para poder receber o auxílio saúde?,consulta,
Assistente_29,Como devo fazer para receber o auxílio saúde?,consulta,
Assistente_30,como é calculada as funções gratificadas dos policiais militares?,consulta,
Assistente_31,Como é calculado o 13º na assembleia dê um exemplo,consulta,
Assistente_32,Como é calculado o valor base das férias?,consulta,
Assistente_33,Como é composta a procuradoria especial da mulher?,consulta,
Assistente_34,Como é formada a procuradoria especial da mulher?,consulta,
Assistente_35,Como faço para receber o auxílio saúde?,consulta,
Assistente_36,como faço para solicitar auxilio saude?,consulta,
Assistente_37,Como faço para solicitar o auxílio saúde?,consulta,
Assistente_38,"como faz a substituição de férias de cargos cp,issionados",consulta,
Assistente_39,como funcinona o cálculo das férias?,consulta,
Assistente_40,como funciona a pecunia de conversão do gozo de férias agora?,consulta,
Assistente_41,Como funciona a questão do quórum nas nessas plenárias ? Quais coisas precisam de quórum para ocorrer e de quanto é esse quórum em cada uma das situações ?,consulta,
Assistente_42,Como funciona a venda de férias?,consulta,
Assistente_43,como funciona Licença para tratar de interesses particulares,consulta,
Assistente_44,como proceder com a venda das férias?,consulta,
Assistente_45,Como protocolocar requerimento de Abono de Permanencia?,consulta,
Assistente_46,Como recebo auxílio saúde?,consulta,
Assistente_47,como solicitar auxilio saude,consulta,
Assistente_48,contagem de prazo em dias úteis ou corridos ?,consulta,
Assistente_49,conversão de férias 2025,doc,
Assistente_50,"corrija, o 13º é com base no ano corrente, não com o tempo de serviço",consulta,
Assistente_51,de acordo com as normas vigentes quem pode substituir alguma chefia,consulta,
Assistente_52,De acordo com o Regime Jurídico da ALERN Servidores comissionados passam por estágio probatório?,consulta,
Assistente_53,de que trataa a Resolução 133?,doc,
Assistente_54,decurso de prazo,consulta,
Assistente_55,decurso de prazo em comissões permanentes,consulta,
Assistente_56,dia 20 de junho é ponto facultativo ?,consulta,
Assistente_57,Diga algo sobre o regimento interno da ALRN,consulta,
Assistente_58,"documentos normativos diretamente, em caso de dúvida. Qual a data de nomeação do ""João Alves Ferreira Neto""",out,
Assistente_59,e a resolução 90/2017? teve algum cargo criado ou extinto?,doc,
Assistente_60,e em tramitacao ordinaria,consulta,
Assistente_61,E nas sessões extraordinárias ?,consulta,
Assistente_62,é necessário comprovar a partir de quantos dias de acompanhamento?,consulta,
Assistente_63,e o plano de cargos e carreira?,consulta,
Assistente_64,E o que fazer diante do acúmulo de dias de férias não gozadas?,consulta,
Assistente_65,E o quórum para deliberação de Projetos de Lei Complementar ?,consulta,
Assistente_66,E para votação de projetos de resolução para entrega de títulos honoríficos ?,consulta,
Assistente_67,E qual seria o caminho a ser percorrido por um processo deste tipo?,consulta,
Assistente_68,e quanto a substituição de servidores em funções,consulta,
Assistente_69,"Em Digimon Aventure, Joy se elege como depudato e vai particiar da eleição da mesa, o que ele precisa saber?",out,
Assistente_70,Em quais datas acontece o recesso da Assembleia Legislativa?,consulta,
Assistente_71,Em que casos o comitê de ética deve ser acionado?,consulta,
Assistente_72,"estrutura da alrn, norma",doc,
Assistente_73,Existe a possibilidade de 20 horas semanais?,consulta,
